Set parameter TimeLimit to value 14400
Set parameter Threads to value 1
Set parameter MIPGap to value 0
Set parameter OutputFlag to value 1
Set parameter PreCrush to value 1
Gurobi Optimizer version 12.0.3 build v12.0.3rc0 (linux64 - "CentOS Linux 7 (Core)")

CPU model: Intel(R) Xeon(R) Gold 6230R CPU @ 2.10GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 52 physical cores, 52 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  14400
MIPGap  0
PreCrush  1
Threads  1

Optimize a model with 67687 rows, 16045 columns and 136476 nonzeros
Model fingerprint: 0x4f399c34
Variable types: 15030 continuous, 1015 integer (1015 binary)
Coefficient statistics:
  Matrix range     [1e-03, 1e+03]
  Objective range  [4e-04, 1e+03]
  Bounds range     [9e+01, 9e+02]
  RHS range        [1e-01, 1e+03]
Found heuristic solution: objective 21341.803349
Presolve removed 61760 rows and 14160 columns
Presolve time: 0.51s
Presolved: 5927 rows, 1885 columns, 13780 nonzeros
Variable types: 1513 continuous, 372 integer (372 binary)

Root relaxation: objective 1.183458e+04, 1977 iterations, 0.16 seconds (0.07 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 11834.5787    0  199 21341.8033 11834.5787  44.5%     -    1s
H    0     0                    19221.837301 11834.5787  38.4%     -    1s
H    0     0                    19064.652275 11834.5787  37.9%     -    1s
H    0     0                    17585.524317 11834.5787  32.7%     -    1s
     0     0 12241.0072    0  144 17585.5243 12241.0072  30.4%     -    1s
     0     0 12325.9702    0  132 17585.5243 12325.9702  29.9%     -    1s
     0     0 12376.1152    0  133 17585.5243 12376.1152  29.6%     -    1s
     0     0 12411.8000    0  135 17585.5243 12411.8000  29.4%     -    1s
     0     0 12436.7421    0  145 17585.5243 12436.7421  29.3%     -    2s
     0     0 12478.5840    0  136 17585.5243 12478.5840  29.0%     -    2s
     0     0 12494.0398    0  132 17585.5243 12494.0398  29.0%     -    2s
     0     0 12510.1555    0  122 17585.5243 12510.1555  28.9%     -    2s
     0     0 12525.5165    0  125 17585.5243 12525.5165  28.8%     -    2s
     0     0 12538.2394    0  132 17585.5243 12538.2394  28.7%     -    2s
     0     0 12542.2192    0  122 17585.5243 12542.2192  28.7%     -    2s
     0     0 12547.4483    0  138 17585.5243 12547.4483  28.6%     -    2s
     0     0 12557.0902    0  118 17585.5243 12557.0902  28.6%     -    2s
     0     0 12562.9783    0  148 17585.5243 12562.9783  28.6%     -    2s
     0     0 12568.9702    0  124 17585.5243 12568.9702  28.5%     -    2s
     0     0 12573.8128    0  137 17585.5243 12573.8128  28.5%     -    2s
     0     0 12578.2859    0  142 17585.5243 12578.2859  28.5%     -    2s
     0     0 12580.0149    0  133 17585.5243 12580.0149  28.5%     -    2s
     0     0 12583.0633    0  141 17585.5243 12583.0633  28.4%     -    2s
     0     0 12587.4045    0  128 17585.5243 12587.4045  28.4%     -    2s
     0     0 12588.7168    0  124 17585.5243 12588.7168  28.4%     -    2s
     0     0 12592.3081    0  143 17585.5243 12592.3081  28.4%     -    2s
     0     0 12594.0635    0  132 17585.5243 12594.0635  28.4%     -    2s
     0     0 12597.0814    0  146 17585.5243 12597.0814  28.4%     -    2s
     0     0 12598.5740    0  131 17585.5243 12598.5740  28.4%     -    2s
     0     0 12600.2670    0  140 17585.5243 12600.2670  28.3%     -    2s
     0     0 12602.6860    0  137 17585.5243 12602.6860  28.3%     -    2s
     0     0 12605.4811    0  154 17585.5243 12605.4811  28.3%     -    2s
     0     0 12606.7247    0  137 17585.5243 12606.7247  28.3%     -    2s
     0     0 12608.8888    0  147 17585.5243 12608.8888  28.3%     -    2s
     0     0 12610.6411    0  150 17585.5243 12610.6411  28.3%     -    2s
     0     0 12611.8249    0  151 17585.5243 12611.8249  28.3%     -    2s
     0     0 12613.1026    0  156 17585.5243 12613.1026  28.3%     -    2s
     0     0 12614.6498    0  152 17585.5243 12614.6498  28.3%     -    2s
     0     0 12616.4273    0  153 17585.5243 12616.4273  28.3%     -    3s
     0     0 12617.5490    0  133 17585.5243 12617.5490  28.3%     -    3s
     0     0 12617.9714    0  145 17585.5243 12617.9714  28.2%     -    3s
     0     0 12618.8597    0  156 17585.5243 12618.8597  28.2%     -    3s
     0     0 12620.0442    0  159 17585.5243 12620.0442  28.2%     -    3s
     0     0 12621.4063    0  143 17585.5243 12621.4063  28.2%     -    3s
     0     0 12622.2841    0  140 17585.5243 12622.2841  28.2%     -    3s
     0     0 12623.1695    0  139 17585.5243 12623.1695  28.2%     -    3s
     0     0 12623.9279    0  138 17585.5243 12623.9279  28.2%     -    3s
     0     0 12624.4909    0  169 17585.5243 12624.4909  28.2%     -    3s
     0     0 12625.3086    0  149 17585.5243 12625.3086  28.2%     -    3s
     0     0 12625.8284    0  160 17585.5243 12625.8284  28.2%     -    3s
     0     0 12626.5984    0  155 17585.5243 12626.5984  28.2%     -    3s
     0     0 12626.9955    0  151 17585.5243 12626.9955  28.2%     -    3s
     0     0 12627.5985    0  154 17585.5243 12627.5985  28.2%     -    3s
