Set parameter TimeLimit to value 14400
Set parameter Threads to value 1
Set parameter MIPGap to value 0
Set parameter OutputFlag to value 1
Set parameter PreCrush to value 1
Gurobi Optimizer version 12.0.3 build v12.0.3rc0 (linux64 - "CentOS Linux 7 (Core)")

CPU model: Intel(R) Xeon(R) Gold 6230R CPU @ 2.10GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 52 physical cores, 52 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  14400
MIPGap  0
PreCrush  1
Threads  1

Optimize a model with 31932 rows, 6150 columns and 72559 nonzeros
Model fingerprint: 0x01392d0e
Variable types: 5150 continuous, 1000 integer (1000 binary)
Coefficient statistics:
  Matrix range     [6e-04, 5e+01]
  Objective range  [8e-01, 1e+00]
  Bounds range     [6e+01, 2e+02]
  RHS range        [2e-01, 2e+02]
Found heuristic solution: objective 7715.4835064
Presolve removed 9299 rows and 5177 columns
Presolve time: 0.55s
Presolved: 22633 rows, 973 columns, 65935 nonzeros
Found heuristic solution: objective 6970.0227948
Variable types: 100 continuous, 873 integer (873 binary)
Root relaxation presolved: 22633 rows, 973 columns, 65935 nonzeros


Root relaxation: objective 6.250594e+03, 1687 iterations, 0.71 seconds (0.60 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 6250.59444    0  449 6970.02279 6250.59444  10.3%     -    1s
H    0     0                    6822.5544731 6250.59444  8.38%     -    1s
H    0     0                    6644.4547944 6250.59444  5.93%     -    1s
H    0     0                    6644.0560766 6250.59444  5.92%     -    1s
H    0     0                    6644.0304103 6250.59444  5.92%     -    1s
H    0     0                    6643.1527497 6250.59444  5.91%     -    1s
     0     0 6434.07634    0  433 6643.15275 6434.07634  3.15%     -    4s
     0     0 6474.09136    0  459 6643.15275 6474.09136  2.54%     -    4s
     0     0 6501.60428    0  466 6643.15275 6501.60428  2.13%     -    5s
     0     0 6517.09343    0  479 6643.15275 6517.09343  1.90%     -    6s
     0     0 6529.87028    0  483 6643.15275 6529.87028  1.71%     -    7s
     0     0 6537.23405    0  496 6643.15275 6537.23405  1.59%     -    8s
     0     0 6542.96236    0  490 6643.15275 6542.96236  1.51%     -    9s
     0     0 6546.96850    0  504 6643.15275 6546.96850  1.45%     -    9s
     0     0 6550.78063    0  493 6643.15275 6550.78063  1.39%     -   10s
     0     0 6553.09370    0  503 6643.15275 6553.09370  1.36%     -   11s
     0     0 6555.99413    0  518 6643.15275 6555.99413  1.31%     -   12s
     0     0 6558.32162    0  518 6643.15275 6558.32162  1.28%     -   13s
     0     0 6559.93808    0  524 6643.15275 6559.93808  1.25%     -   13s
     0     0 6561.44871    0  526 6643.15275 6561.44871  1.23%     -   14s
     0     0 6563.34941    0  538 6643.15275 6563.34941  1.20%     -   15s
     0     0 6564.54438    0  533 6643.15275 6564.54438  1.18%     -   16s
     0     0 6565.92938    0  538 6643.15275 6565.92938  1.16%     -   17s
     0     0 6567.29932    0  544 6643.15275 6567.29932  1.14%     -   18s
     0     0 6568.28173    0  539 6643.15275 6568.28173  1.13%     -   18s
     0     0 6569.20557    0  543 6643.15275 6569.20557  1.11%     -   19s
     0     0 6570.24684    0  540 6643.15275 6570.24684  1.10%     -   20s
     0     0 6571.09678    0  543 6643.15275 6571.09678  1.08%     -   21s
     0     0 6571.78626    0  544 6643.15275 6571.78626  1.07%     -   22s
     0     0 6572.54006    0  547 6643.15275 6572.54006  1.06%     -   22s
     0     0 6573.11582    0  551 6643.15275 6573.11582  1.05%     -   23s
     0     0 6573.74080    0  549 6643.15275 6573.74080  1.04%     -   24s
     0     0 6574.51003    0  558 6643.15275 6574.51003  1.03%     -   25s
     0     0 6575.06217    0  568 6643.15275 6575.06217  1.02%     -   26s
     0     0 6575.68033    0  570 6643.15275 6575.68033  1.02%     -   26s
     0     0 6576.09962    0  576 6643.15275 6576.09962  1.01%     -   27s
     0     0 6576.72657    0  575 6643.15275 6576.72657  1.00%     -   28s
     0     0 6577.28603    0  572 6643.15275 6577.28603  0.99%     -   29s
     0     0 6577.76416    0  573 6643.15275 6577.76416  0.98%     -   30s
     0     0 6578.18387    0  576 6643.15275 6578.18387  0.98%     -   30s
     0     0 6578.53682    0  569 6643.15275 6578.53682  0.97%     -   31s
     0     0 6578.91974    0  577 6643.15275 6578.91974  0.97%     -   32s
     0     0 6579.29501    0  589 6643.15275 6579.29501  0.96%     -   33s
     0     0 6579.58324    0  587 6643.15275 6579.58324  0.96%     -   33s
     0     0 6579.83102    0  589 6643.15275 6579.83102  0.95%     -   34s
     0     0 6580.14707    0  594 6643.15275 6580.14707  0.95%     -   35s
     0     0 6580.42786    0  592 6643.15275 6580.42786  0.94%     -   35s
     0     0 6580.73672    0  581 6643.15275 6580.73672  0.94%     -   36s
     0     0 6580.89182    0  582 6643.15275 6580.89182  0.94%     -   37s
     0     0 6581.05765    0  576 6643.15275 6581.05765  0.93%     -   37s
     0     0 6581.24505    0  590 6643.15275 6581.24505  0.93%     -   38s
     0     0 6581.39389    0  588 6643.15275 6581.39389  0.93%     -   39s
