Set parameter TimeLimit to value 14400
Set parameter Threads to value 1
Set parameter MIPGap to value 0
Set parameter OutputFlag to value 1
Set parameter PreCrush to value 1
Gurobi Optimizer version 12.0.3 build v12.0.3rc0 (linux64 - "CentOS Linux 7 (Core)")

CPU model: Intel(R) Xeon(R) Gold 6230R CPU @ 2.10GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 52 physical cores, 52 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  14400
MIPGap  0
PreCrush  1
Threads  1

Optimize a model with 12051 rows, 2650 columns and 26969 nonzeros
Model fingerprint: 0x35ed40e9
Variable types: 650 continuous, 2000 integer (2000 binary)
Coefficient statistics:
  Matrix range     [5e-04, 5e+01]
  Objective range  [8e-01, 1e+00]
  Bounds range     [7e+01, 2e+02]
  RHS range        [2e-01, 2e+02]
Found heuristic solution: objective 2361.9359809
Presolve removed 50 rows and 1120 columns
Presolve time: 0.05s
Presolved: 12001 rows, 1530 columns, 25500 nonzeros
Found heuristic solution: objective 2088.0525801
Variable types: 30 continuous, 1500 integer (1500 binary)
Root relaxation presolved: 12001 rows, 1530 columns, 25500 nonzeros


Root relaxation: objective 1.730026e+03, 2324 iterations, 0.24 seconds (0.21 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 1730.02569    0  918 2088.05258 1730.02569  17.1%     -    0s
H    0     0                    2087.7356883 1730.02569  17.1%     -    0s
H    0     0                    1837.0486805 1730.02569  5.83%     -    0s
H    0     0                    1837.0478515 1730.02569  5.83%     -    0s
     0     0 1747.90140    0  768 1837.04785 1747.90140  4.85%     -    1s
H    0     0                    1836.9467422 1747.91442  4.85%     -    1s
     0     0 1754.28565    0  739 1836.94674 1754.28565  4.50%     -    2s
     0     0 1761.33297    0  756 1836.94674 1761.33297  4.12%     -    2s
     0     0 1768.20661    0  752 1836.94674 1768.20661  3.74%     -    2s
     0     0 1774.76729    0  736 1836.94674 1774.76729  3.38%     -    2s
     0     0 1781.07695    0  718 1836.94674 1781.07695  3.04%     -    2s
     0     0 1786.34483    0  714 1836.94674 1786.34483  2.75%     -    2s
     0     0 1791.16313    0  706 1836.94674 1791.16313  2.49%     -    2s
     0     0 1795.35536    0  710 1836.94674 1795.35536  2.26%     -    2s
     0     0 1799.07534    0  707 1836.94674 1799.07534  2.06%     -    3s
     0     0 1802.55672    0  692 1836.94674 1802.55672  1.87%     -    3s
     0     0 1805.46473    0  672 1836.94674 1805.46473  1.71%     -    3s
     0     0 1808.07206    0  669 1836.94674 1808.07206  1.57%     -    3s
     0     0 1810.13658    0  667 1836.94674 1810.13658  1.46%     -    3s
     0     0 1812.13906    0  662 1836.94674 1812.13906  1.35%     -    3s
     0     0 1814.03678    0  663 1836.94674 1814.03678  1.25%     -    4s
     0     0 1815.06921    0  664 1836.94674 1815.06921  1.19%     -    4s
     0     0 1816.26093    0  668 1836.94674 1816.26093  1.13%     -    4s
     0     0 1817.17466    0  670 1836.94674 1817.17466  1.08%     -    5s
     0     0 1817.94361    0  670 1836.94674 1817.94361  1.03%     -    5s
     0     0 1818.37683    0  677 1836.94674 1818.37683  1.01%     -    5s
     0     0 1818.75906    0  682 1836.94674 1818.75906  0.99%     -    5s
     0     0 1819.42409    0  684 1836.94674 1819.42409  0.95%     -    6s
     0     0 1820.13954    0  681 1836.94674 1820.13954  0.91%     -    6s
     0     0 1820.60598    0  687 1836.94674 1820.60598  0.89%     -    6s
     0     0 1821.13124    0  688 1836.94674 1821.13124  0.86%     -    6s
     0     0 1821.90455    0  699 1836.94674 1821.90455  0.82%     -    7s
     0     0 1822.13084    0  701 1836.94674 1822.13084  0.81%     -    7s
     0     0 1822.47307    0  705 1836.94674 1822.47307  0.79%     -    7s
     0     0 1822.85876    0  708 1836.94674 1822.85876  0.77%     -    8s
     0     0 1823.17975    0  709 1836.94674 1823.17975  0.75%     -    8s
     0     0 1823.62442    0  713 1836.94674 1823.62442  0.73%     -    8s
     0     0 1823.88171    0  720 1836.94674 1823.88171  0.71%     -    9s
     0     0 1824.11353    0  730 1836.94674 1824.11353  0.70%     -    9s
     0     0 1824.52991    0  732 1836.94674 1824.52991  0.68%     -   10s
     0     0 1824.77984    0  731 1836.94674 1824.77984  0.66%     -   10s
     0     0 1824.99391    0  728 1836.94674 1824.99391  0.65%     -   10s
     0     0 1825.25282    0  733 1836.94674 1825.25282  0.64%     -   11s
     0     0 1825.55232    0  732 1836.94674 1825.55232  0.62%     -   11s
     0     0 1825.76738    0  734 1836.94674 1825.76738  0.61%     -   12s
     0     0 1825.93140    0  738 1836.94674 1825.93140  0.60%     -   12s
     0     0 1826.09724    0  735 1836.94674 1826.09724  0.59%     -   12s
     0     0 1826.24868    0  739 1836.94674 1826.24868  0.58%     -   13s
     0     0 1826.46796    0  742 1836.94674 1826.46796  0.57%     -   13s
     0     0 1826.59884    0  746 1836.94674 1826.59884  0.56%     -   14s
     0     0 1826.70471    0  749 1836.94674 1826.70471  0.56%     -   14s
     0     0 1826.83567    0  760 1836.94674 1826.83567  0.55%     -   15s
